Inep,Logradouro,Numero,Bairro,Cep
43109241,RUA ARROIO DOS PADRES                             ,250,GLORIA              ,91712390
43109250,RUA FERNANDO PESSOA                               ,380,JARDIM VILA NOVA    ,91750340
43109268,RUA  JOSE BENTO CORREA                            ,100,MORRO SANTANA       ,91450030
43109276,AV CRISTOVAO COLOMBO                              ,3437,HIGIENÓPOLIS        ,90560005
43109284,RUA AUGUSTO COMTE                                 ,95,CAVALHADA           ,91910370
43109314,RUA SÃO MANOEL                                    ,525,SANTA  CECÍLIA      ,90620110
43109330,RUA 14 DE JULHO                                   ,687,BOA VISTA           ,91340430
43109349,RUA ANDARAI                                       ,266,PASSO DAREIA        ,91350110
43109357,RUA DR. MALHEIROS                                 ,60,SANTO ANTONIO       ,90640050
43109365,RUA ENG. EWBANK CAMARA                            ,77,BELA VISTA          ,90440130
43109373,RUA CORONEL PAULINO TEIXEIRA                      ,394,RIO BRANCO          ,90420160
43169244,RUA CORONEL ANDRE BELO                            ,705,MENINO DEUS         ,90110020
43169252,RUA CORONEL BORDINI                               ,190,AUXILIADORA         ,90440000
43169279,AV ROCCIO                                         ,1100,PARTENON            ,91510090
43169414,RUA MARIO DE ARTAGAO                              ,675,PARTENON            ,90680090
43169481,AV ASSIS BRASIL                                   ,53,SAO JOAO            ,91010004
43171290,RUA FERNANDO CAMARANO                             ,220,RUBEM BERTA         ,91250460
43171788,RUA MARCO POLO                                    ,375,CRISTO REDENTOR     ,91350280
43172393,AV. MACEDONIA                                     ,186,RESTINGA NOVA       ,91790040
43172415,RUA BARAO DE SANTO ANGELO                         ,178,MOINHOS DE VENTO    ,90570090
43172423,RUA CABRAL                                        ,555,RIO BRANCO          ,90420121
43172440,AV. ICARAI                                        ,1879,CRISTAL             ,90810000
43172458,AV. JUCA BATISTA                                  ,4028,HIPICA              ,91775000
43173195,AV ERICO VERISSIMO                                ,1255,MENINO DEUS         ,90160181
43173250,RUA DEA COUFAL                                    ,1000,IPANEMA             ,91760020
43173306,RUA REZENDE COSTA                                 ,805,SARANDI             ,91120280
43173314,RUA ATILIO SUPERTI                                ,571,VILA NOVA           ,91750200
43173330,TRAV. PEDRA REDONDA                               ,400,IPANEMA             ,91760630
43173349,RUA CORREIA LIMA                                  ,1554,SANTA TEREZA        ,90850250
43174329,RUA VALENTIN VICENTINI                            ,225,IAPI                ,90520220
43174337,RUA ZECA NETTO                                    ,149,CRISTO REDENTOR     ,91370100
43174345,RUA JOAO NEVES DA FONTOURA                        ,0,AZENHA              ,90050030
43174590,RUA DR. MARIO TOTTA                               ,2396,CAMAQUA             ,91920130
43175449,RUA OCIDENTE                                      ,130,JARDIM CASCATA      ,91710390
43175457,CAPITÃO PEDRO WERLANG                             ,1011,INTERCAP            ,91530110
43175490,RUA ANDRADAS                                      ,1180,CENTRO              ,90020007
43175503,AV. ASSIS BRASIL                                  ,53,SAO JOAO            ,91010004
43175511,RUA ALBERTO BINS                                  ,487,CENTRO              ,90030040
43175538,RUA RIACHUELO                                     ,1626,CENTRO              ,90010271
43175546,RUA DUQUE DE CAXIAS                               ,1443,CENTRO              ,90010283
43175554,AV. IPIRANGA                                      ,6311,PARTENON            ,90610001
43175562,AV. POLONIA                                       ,625,SAO GERALDO         ,90230110
43175570,RUA TIRADENTES                                    ,375,FLORESTA            ,90560030
43175589,RUA SAO LUIZ                                      ,132,SANTANA             ,90620170
43175597,RUA VIGARIO JOSE INACIO                           ,153,CENTRO              ,90020100
43176500,AV. SERTORIO                                      ,473,NAVEGANTES          ,91020001
43176666,RUA CORONEL GENUÍNO                               ,130,CIDADE BAIXA        ,90010350
43178294,RUA MAL. FLORIANO PEIXOTO                         ,185,CENTRO              ,90020061
43178316,RUA DR FLORES                                     ,396,CENTRO              ,90020121
43178332,RUA SARMENTO LEITE                                ,975,CIDADE BAIXA        ,90050170
43178634,CARLOS S. MARTINS PACHECO                         ,10,CRISTO REDENTOR     ,91350200
43178740,AV CORONEL MARCOS                                 ,1959,IPANEMA             ,91760000
43179037,RUA TEN.CEL. MARIO DOERNTE                        ,200,IPANEMA             ,91760700
43179045,RUA PAULINO CHAVES                                ,235,SANTO ANTONIO       ,90640200
43179053,RUA DONA SEBASTIANA                               ,107,SAO JOAO            ,91020010
43179070,RUA BRIGADEIRO OLIVEIRA NERI                      ,100,PASSO D AREIA       ,90520260
43179622,RUA JONATHAS BORGES FORTES                        ,339,GLORIA              ,91710020
43179886,RUA CATARINO ANDREATA                             ,130,VILA NOVA           ,91750040
43180523,RUA MORRETES                                      ,222,SANTA MARIA GORETTI ,91030300
43180728,RUA JACUI                                         ,0,VILA CRUZEIRO DO SUL,90810150
43181120,AV. LUIS MOSQUETI                                 ,445,PARTENON            ,91510590
43181139,AV. DELMAR ROCHA BARBOSA                          ,234,SANTA FE            ,91180490
43181147,AV NILO WULFF                                     ,939,RESTINGA NOVA       ,91790000
43181155,AV. FLORIANOPOLIS                                 ,359,AZENHA              ,90880460
43182224,RUA SÃO MATEUS                                    ,1950,BOM JESUS           ,91410030
43182232,AV. GETULIO VARGAS                                ,1135,MENINO DEUS         ,90150005
43182259,RUA AUGUSTO SEVERO                                ,797,SÃO JOÃO            ,90240040
43182275,RUA TAPAJOS                                       ,39,JARDIM SAO PEDRO    ,91040410
43182860,RUA RIACHUELO                                     ,1218,CENTRO              ,90010273
43184855,RUA PROFESSOR CRISTIANO FISCHER                   ,172,PETROPOLIS          ,91410000
43184995,RUA ALBERTO TORRES                                ,194,CIDADE BAIXA        ,90000000
43185002,RUA WALDOMIRO SCHAPKE                             ,125,PARTENON            ,91530390
43185037,POLÔNIA                                           ,625,SÂO GERALDO         ,90230110
43185061,RUA IRMA AMBROSIO                                 ,177,JARDIM CARVALHO     ,91440070
43185126,RUA DA GRUTA                                      ,73,CASCATA             ,91717160
43185231,RUA SANTANA                                       ,1225,SANTANA             ,90040373
43185290,AVENIDA SERTORIO                                  ,305,NAVEGANTES          ,91020001
43185380,RUA AUGUSTO PORTO ALEGRE                          ,156,SARANDI             ,91110250
43185401,AV BENTO GONCALVES                                ,642,SANTANA             ,90650000
43185622,AV VENANCIO AIRES                                 ,1030,SANTANA             ,90040192
43186700,AV ALBERTO BINS                                   ,376,CENTRO              ,90030140
43187358,RUA OSMINDO JULIO KUHN                            ,220,RUBEM BERTA         ,91180730
43187390,RUA DR. PRUDENTE DE MORAES                        ,431,CHACARA DAS PEDRAS  ,91330170
43187412,RUA COSTA RI                                      ,248,JARDIM LINDÓIA      ,91050210
43187420,AV. BENTO GONCALVES                               ,2167,PARTENON            ,90650003
43187455,AV PROTASIO ALVES                                 ,5315,ALTO PETRÓPOLIS     ,91310002
43187510,AVENIDA LA PAZ                                    ,80,JARDIM LINDOIA      ,91050040
43187528,AV. ELIAS CIRNE LIMA                              ,439,PARTENON            ,91530310
43187536,RUA ECA DE QUEIROZ                                ,876,PETROPOLIS          ,90670020
43187544,RUA ENG AFONSO CAVALCANTI                         ,51,BELA VISTA          ,90440110
43187552,AV. BENTO GONCALVES                               ,4559,PARTENON            ,90650003
43187579,RUA ARTHUR FABIAO CARNEIRO                        ,10,PASSO DAREIA        ,91340030
43187587,AV MAE APOLINARIA MATHIAS BATISTA                 ,259,MORRO SANTANA       ,91450000
43187595,AVENIDA AMÉRICA                                   ,148,AUXILIADORA         ,90440000
43187633,PCA LIBANEZA                                      ,40,JARDIM LINDOIA      ,91050050
43187641,RUA BORGES DO CANTO 2                             ,216,PETROPOLIS          ,90630020
43187650,RUA GARIBALDI                                     ,1300,BOM FIM             ,90035052
43187668,RUA ACESSO C                                      ,3181,RESTINGA NOVA       ,91700000
43187676,AV JOSE BONIFACIO                                 ,719,BOM FIM             ,90040130
43187684,RUA LUIZ AFONSO                                   ,565,CIDADE BAIXA        ,90050310
43187722,RUA BANANAL                                       ,30,ARQUIPÉLAGO         ,90090010
43187730,RUA SERAFIM ALENCASTRO                            ,30,SARANDI             ,91110200
43187757,AV. GOMES CARNEIRO                                ,287,MEDIANEIRA          ,90870310
43187773,RUA BUARQUE DE MACEDO                             ,637,SAO GERALDO         ,90230250
43187790,XAVIER DA CUNHA                                   ,491,CAVALHADA           ,90620000
43187870,RUA MARCIANO RIBEIRO                              ,83,MEDIANEIRA          ,90870360
43187897,RUA FERNANDO MACHADO                              ,546,CENTRO              ,90010320
43187900,PRAÇA LIBANEZA                                    ,113,JARDIM LINDOIA      ,91050050
43187919,RUA DR PEREIRA NETO                               ,1077,TRISTEZA            ,91920530
43187927,TRAV JAGUARAO                                     ,107,SAO JOAO            ,90520070
43187935,RUA CORONEL ANDRE BELO                            ,645,MENINO DEUS         ,90110020
43187951,RUA LIBERO BADARO                                 ,124,PASSO DAREIA        ,91340230
43187960,AV IGUACU                                         ,321,PETROPOLIS          ,90470430
43187978,RUA SAO LUCAS                                     ,139,BOM JESUS           ,91540420
43187986,RUA PEDRO PIERETTI                                ,111,JARDIM BOTANICO     ,90690250
43187994,RUA BARBEDO                                       ,436,MENINO DEUS         ,90110260
43188001,RUA LILA RIPOLL                                   ,177,SARANDI             ,91130080
43188010,RUA NOEL ROSA                                     ,133,ITU SABARÁ          ,91210110
43188028,RUA ARROIO GRANDE                                 ,253,CAVALHADA           ,91740180
43188044,AV. TOLEDO PIZZA                                  ,1107,SARANDI             ,91120300
43188052,RUA JUCA BATISTA                                  ,3373,IPANEMA             ,91770000
43188060,AV DR CAMPOS VELHO                                ,1400,CRISTAL             ,90820000
43188087,RUA PEREIRA NETO                                  ,440,TRISTEZA            ,91920530
43188109,TRAVESSA AZEVEDO                                  ,199,FLORESTA            ,90220200
43188290,RUA DA REPUBLICA                                  ,384,CIDADE BAIXA        ,90050320
43188338,RUA MARQUES DO HERVAL                             ,160,MOINHOS DE VENTO    ,91570140
43188346,RUA VALENTIM VICENTINI                            ,334,PASSO DA AREIA      ,90520220
43188362,RUA        DR. BARBOSA GONCALVES                  ,451,CHACARA DAS PEDRAS  ,91330320
43188370,AV BASTIAN                                        ,126,MENINO DEUS         ,90130020
43188389,RUA REPUBLICA                                     ,398,CIDADE BAIXA        ,90050321
43188397,RUA FOLHA DA TARDE                                ,149,CRISTAL             ,91910710
43188419,AVENIDA D. PEDRO II                               ,616,SAO JOAO            ,90550143
43188427,RUA HONORIO SILVEIRA DIAS                         ,821,SAO JOAO            ,90550150
43188443,RUA SOFIA VELOSO                                  ,179,CIDADE BAIXA        ,90050140
43188451,RUA DR. PEREIRA NETO                              ,2011,CAVALHADA           ,91920530
43188508,BARÃO DO ITAQUI                                   ,33,PASSO DAREIA        ,91040300
43188524,RUA SYLVIO SANSON                                 ,517,SARANDI             ,91130330
43188532,TRAVESSA  COLONIA                                 ,150,JARDIM LINDOIA      ,91050200
43188567,RUA HERMETO BERMUDEZ                              ,475,RUBEM BERTA         ,91250040
43188575,RUA ENFERMEIRO VENTURA                            ,200,VILA NOVA           ,91750320
43188591,RUA EUSTAQUIO INÁCIO DA SILVEIRA                  ,65,BELEM NOVO          ,91780110
43188605,RUA JENNY SEABRA DE SOUZA                         ,30,RUBEM BERTA         ,91170120
43188613,RUA ACESSO A                                      ,2541,NOVA RESTINGA       ,91700190
43188648,RUA BADEN POWER                                   ,168,SARANDI             ,91110040
43188702,RUA TAPAJOS                                       ,149,JARDIM SAO PEDRO    ,91040410
43188710,RUA WASHINGTON LUIZ                               ,548,CENTRO              ,90010460
43188729,AV TERESOPOLIS                                    ,3611,TERESOPOLIS         ,90870001
43188974,AV ALBERTO BINS                                   ,986,CENTRO              ,90030141
43188990,AV CAVALHADA                                      ,1977,CAVALHADA           ,91740001
43189482,RUA NUNES                                         ,301,MEDIANEIRA          ,90870390
43190057,RUA DUQUE DE CAXIAS                               ,1517,CENTRO              ,90010281
43190073,RUA DR. RAUL MOREIRA                              ,26,CRISTAL             ,90820160
43190090,RUA VICENTE DA FONTOURA                           ,885,SANTANA             ,90640001
43190111,AV. EDUARDO PRADO                                 ,329,CAVALHADA           ,91751000
43190138,RUA TENENTE ALPOIN                                ,626,PARTENON            ,91510710
43190162,RUA DA REPÚBLICA                                  ,378,CIDADE BAIXA        ,90050320
43190197,RUA DR ARMANDO BARBEDO                            ,491,TRISTEZA            ,91920520
43190200,AV. CAVALHADA                                     ,0,CAVALHADA           ,91740001
43190235,CHICO PEDRO                                       ,308,CRISTAL             ,91910530
43190243,RUA MARQUES DO HERVAL                             ,66,MOINHOS DE VENTO    ,90570140
43190251,RUA BARÃO DE CERRO LARGO                          ,93,MENINO DEUS         ,90850110
43190260,RUA FELIPE DE OLIVEIRA                            ,836,PETRÓPOLIS          ,90630000
43190278,RUA PAULO BLASCKE                                 ,270,JARDIM PLANALTO     ,91225230
43190286,RUA LEDO GUIMARÃES MARIANTE                       ,235,RUBEM BERTA         ,91250190
43190332,AV. CAVALHADA                                     ,5210,CAVALHADA           ,91751831
43190340,TRAVESSA DESEMBARGADOR VIEIRA PIRES               ,15,RIO BRANCO          ,90540001
43190413,RUA CEL FERNANDO MACHADO                          ,111,CENTRO              ,90010321
43190421,RUA BARÃO DO AMAZONAS                             ,427,PETROPOLIS          ,90670005
43190448,MARIANTE                                          ,356,MOINHOS DE VENTO    ,90430180
43190472,MARECHAL FROTA                                    ,64,CRISTO REDENTOR     ,91350030
43190510,AV. BASTIAN                                       ,457,MENINO DEUS         ,90130021
43190596,RUA EÇA DE QUEIROZ                                ,129,PETROPOLIS          ,90630090
43190693,AV. RODRIGUES DA FONSECA                          ,1820,VILA NOVA           ,91750060
43190731,RUA DUQUE DE CAXIAS                               ,518,CENTRO              ,90010280
43190766,RUA JENOR CARDOSO JARROS                          ,235,JARDIM SABARÁ       ,91215200
43190820,RUA PEDRO BOTICARIO                               ,356,GLÓRIA              ,90660070
43190839,RUA VALADO                                        ,401,PARTENON            ,91510740
43190847,RUA JOÃOSIMPLICIO ALVES DE CARVALHO               ,56,VILA IPIRANGA       ,91360170
43190863,AV. CIRCULAR                                      ,699,VILA JARDIM         ,91320181
43190871,AV. BORGES DE MEDEIROS                            ,1501,CIDADE BAIXA        ,90110150
43190880,RUA GOMES JARDIM                                  ,506,SANTANA             ,90620130
43190898,RUA MACHADO DE ASSIS                              ,1015,JARDIM BOTÂNICO     ,90620260
43191100,CORONEL LUCAS DE OLIVEIRA                         ,2609,PETRÓPOLIS          ,90460001
43191134,AV. BORGES DE MEDEIROS                            ,1555,CENTRO              ,90110150
43191150,RUA CAMÉLIAS                                      ,389,BOM JESUS           ,91420370
43191185,RUA XAVIER FERREIRA                               ,85,AUXILIADORA         ,90540160
43191231,AV. PROTÁSIO ALVES                                ,8383,MORRO SANTANA       ,91310010
43191258,RUA RAMIRO BARCELOS                               ,910,FLORESTA            ,90035001
43191266,AV NONOAI                                         ,205,NONOAI              ,91720000
43191282,RUA CLEMENCIANO BARNASQUE                         ,460,TERESOPOLIS         ,91720260
43191304,RUA LUIZ DE CAMÕES                                ,172,SANTO ANTÔNIO       ,90620150
43191320,AV BRASIL                                         ,312,NAVEGANTES          ,90230040
43191339,AVENIDA BENTO GONÇALVES                           ,934,PARTENON            ,90650000
43191347,RUA NOSSA SENHORA DA GLÓRIA                       ,111,GLORIA              ,91710270
43191355,PAULINHO GONÇALVES BARCELOS                       ,307,SARANDI             ,91170400
43191363,RUA GENERAL CALDWELL                              ,688,MENINO DEUS         ,90130050
43191398,RUA LUIS AFONSO                                   ,295,CIDADE BAIXA        ,90050310
43191401,PRAÇA JAPÃO                                       ,203,BOA VISTA           ,91340380
43191410,RUA GOMES JARDIM                                  ,638,SANTANA             ,90040310
43191428,AV JUCA BATISTA                                   ,460,IPANEMA             ,91000770
43191436,ALCIDES SÃO SEVERINO                              ,100,SARANDI             ,91130500
43191444,RUA BANANAL                                       ,30,ARQUIPÉLAGO         ,90090010
43191460,MARTINS DE LIMA                                   ,437,SÃO JOSÉ            ,91520010
43191479,RUA PROFESSOR ANDRE PUENTE                        ,357,INDEPENDÊNCIA       ,90035150
43191487,AV BALTAZAR DE OLIVEIRA GARCIA                    ,2403,RUBEM BERTA         ,91150050
43191495,AV PROTASIO ALVES                                 ,4699,PETROPOLIS          ,91310002
43191509,RUA NICOLAU COPERNICO                             ,15,SARANDI             ,91110170
43191525,RUA COMENDADOR RODOLFO GOMES                      ,703,MENINO DEUS         ,90150101
43191541,AVENIDA BASTIAN                                   ,467,MENINO DEUS         ,90130021
43191568,RUA DOUTOR BARROS CASSAL                          ,657,BOM FIM             ,90035030
43191576,RUA ALMIRANTE BARROSO                             ,511,FLORESTA            ,90220021
43191606,RUA UMBU                                          ,219,PASSO DAREIA        ,91350100
43191622,RUA TARCILA MORAIS DUTRA                          ,360,RUBEM BERTA         ,91170170
43191630,AV SALVADOR LEAO                                  ,991,SARANDI             ,91130700
43191649,RUA ADAO BAINO                                    ,542,CRISTO REDENTOR     ,91350240
43191681,RUA CASTRO ALVES                                  ,287,RIO BRANCO          ,90430131
43191690,R. LAGOINHA                                       ,155,PETROPOLIS          ,90690360
43191703,RUA MARECHAL MALLET                               ,44,PARTENON            ,91520600
43191720,RUA ARABUTÃ                                       ,179,NAVEGANTES          ,90240470
43191738,RUA VICENTE DA FONTOURA                           ,1068,SANTANA             ,90640000
43191746,RUA FERNANDO GOMES                                ,156,MOINHOS DE VENTO    ,90510010
43191754,RUA ALTAMIRA                                      ,150,PROTÁSIO ALVES      ,91450020
43191762,R. BANDEN POWELL                                  ,584,SARANDI             ,91110040
43191800,TE. ARY TARRAGO                                   ,1825,JD. ITÚ             ,91225001
43191819,PROFESSOR LANGENDONCK                             ,75,PETRÓPOLIS          ,90630060
43191835,AVENIDA IPIRANGA                                  ,585,MENINO DEUS         ,90160092
43191843,EDMUNDO BASTIAN                                   ,206,CRISTO REDENTOR     ,91040050
43191886,R EUCLYDES MOURA                                  ,144,PARTENON            ,90680070
43191908,RUA CAETANO LA PORTA                              ,210,RUBEM BERTA         ,91170060
43191924,RUA CARLOS VON KOSERITZ                           ,251,HIGIENÓPOLIS        ,90540031
43191932,RUA GENERAL BARRETO VIANA                         ,681,CHÁCARA DAS PEDRAS  ,91330000
43191940,RUA GUILHERME KLIPPEL                             ,244,PASSO DAS PEDRAS    ,91350160
43191959,RUA LOBO DA COSTA                                 ,267,AZENHA              ,90050110
43191967,AV IPIRANGA                                       ,1145,AZENHA              ,90160093
43191975,RUA AÇORES                                        ,67,PASSO DAREIA        ,91030340
43191983,RUA NILO PEÇANHA                                  ,2400,BELA VISTA          ,91330001
43200907,GONÇALVES DIAS                                    ,1115,MENINO DEUS         ,90130061
43200923,RUA GARIBALDI                                     ,1025,INDEPENDENCIA       ,90035051
43200931,MARILAND                                          ,387,AUXILIADORA         ,90440191
43200958,RUA GENERAL JOÃO DE DEUS MARTINS                  ,172,PASSO D´AREIA       ,90520110
43200966,RUA FAGUNDES VARELA                               ,200,SANTO ANTÔNIO       ,90650010
43200974,AV. VICENTE MONTEGIA                              ,2837,VILA NOVA           ,91740290
43200982,AV PRESIDENTE VARGAS                              ,660,ARQUIPELAGO         ,90090000
43200990,RUA PELOTAS                                       ,444,FLORESTA            ,90220110
43201008,RUA TEN CEL FABRICIO PILLAR                       ,62,MONTSERRAT          ,90450040
43201016,R. MANOEL LEÃO                                    ,162,PEDRA REDONDA       ,91760560
43201024,AV. NILO PEÇANHA                                  ,1353,BELA VISTA          ,91330000
43201040,RUA INHANDUI                                      ,421,CRISTAL             ,91820170
43201075,AV. VINTE E UM DE ABRIL                           ,1228,SARANDI             ,91110570
43201105,AV. ASSIS BRASIL                                  ,131,SAO JOAO            ,91010004
43201113,RUA DR. VARGAS NETO                               ,580,PROTÁSIO ALVES      ,91250000
43201121,AV. TERESÓPOLIS                                   ,2732,TERESÓPOLIS         ,91700000
43201148,TRAVESSA AZEVEDO                                  ,199,FLORESTA            ,90220200
43201164,RUA MURA                                          ,436,GUARUJÁ             ,91770570
43201172,RUA LUIS CESAR LEAL                               ,240,RUBEM BERTA         ,91170140
43201199,TRAVESSA MIRANDA E CASTRO                         ,49,SANTANA             ,90040280
43201202,RUA DONA LEOPOLDINA                               ,288,SAO JOAO            ,90550130
43201245,RUA DR. DIAS DE CARVALHO                          ,278,TRISTEZA            ,91910270
43201300,RUA ABOLICAO                                      ,1239,RESTINGA VELHA      ,91790130
43201318,RUA CÂNCIO GOMES                                  ,567,FLORESTA            ,90220060
43201342,RUA RESENDE COSTA                                 ,360,SARANDI             ,91120280
43201407,MATIAS JOSÉ BINS                                  ,1454,CHÁCARA DAS PEDRAS  ,91330291
43201431,AV OTTO NIEMAYER                                  ,3293,CAVALHADA           ,91740180
43201466,RUA BARÃO DE UBÁ                                  ,805,BELA VISTA          ,90450150
43201474,RUA CAPITAO PEDROSO                               ,295,RESTINGA VELHA      ,90790790
43201490,RUA IGNES FAGUNDES                                ,418,RESTINGA NOVA       ,91790010
43201539,AV. IJUÍ                                          ,378,PETRÓPOLIS          ,90460200
43201555,AV COPACABANA                                     ,1171,TRISTEZA            ,91900050
43201571,AV. DR CARLOS BARBOSA                             ,847,MEDIANEIRA          ,90880001
43201610,RUA MAESTRO MENDANHA                              ,230,SANTANA             ,90001970
43201717,RUA DARIO BORBA BROSSARD                          ,56,SANTA FÉ            ,91180480
43201750,RUA AUXILIADORA                                   ,191,AUXILIADORA         ,90540120
43201776,RUA WASHINGTON LUÍS                               ,1050,CIDADE BAIXA        ,90010460
43203140,RUA SÃO VICENTE                                   ,483,SANTA CECÍLIA       ,90630180
43203159,RUA JOSÉ DO PATROCINIO                            ,920,CIDADE BAIXA        ,90050002
43203167,RUA COMENDADOR CASTRO                             ,473,IPANEMA             ,91760200
43203191,RUA CORONEL CORTE REAL                            ,111,PETRÓPOLIS          ,90630080
43203205,PRAÇA ALFREDO SHEBE                               ,92,VILA IPIRANGA       ,91360340
43203221,MAJOR MANOEL JOSÉ MONTEIRO                        ,345,RUBEM BERTA         ,91170570
43203230,RUA CLEVELAND                                     ,250,MENINO DEUS         ,90850240
43203655,RUA SGTº MANOEL ARRUDA                            ,46,JARDIM CARVALHO     ,91430220
43203817,AVENIDA DO FORTE                                  ,77,VILA IPIRANGA       ,91360000
43203825,RUA CORONEL CORTE REAL                            ,75,PETRÓPOLIS          ,90630080
43203833,AV JOÃO SIMPLÍCIO ALVES DE CARVALHO               ,600,JARDIM IPIRANGA     ,91360260
43203841,AV. JOAO PESSOA                                   ,1070,FARROUPILHA         ,90040000
43203850,RUA CABRAL                                        ,621,RIO BRANCO          ,90420120
43203868,PRAÇA OTAVIO ROCHA                                ,69,CENTRO              ,90020140
43203876,AV ASSIS BRASIL                                   ,4320,SÃO SEBASTIÃO       ,91110000
43203884,RUA ALCIDES CRUZ                                  ,422,SANTA CECILIA       ,90630160
43204627,AV IGNES FAGUNDES                                 ,541,RESTINGA            ,91790010
43204929,RUA VIGÁRIO JOSÉ INÁCIO                           ,730,CENTRO              ,90020110
43206247,RUA B                                             ,302,RUBEM BERTA         ,91160610
43206255,RUA LIBERAL                                       ,3187,CAVALHADA           ,91920682
43206263,RUA DR PEREIRA NETO                               ,84,TRISTEZA            ,91920530
43206271,RUA BERNARDO PIRES                                ,253,SANTANA             ,90620010
43206280,RUA AFONSO SAN MARTIM                             ,161,JARDIM DO SALSO     ,91410100
43206298,AV ANTONIO DE CARVALHO                            ,1451,JARDIM CARVALHO     ,91430001
43206301,RUA NEY MESSIAS                                   ,55,JARDIM DO SALSO     ,91410120
43206310,FONSECA RAMOS                                     ,97,MEDIANEIRA          ,90870300
43206328,RUA FOLHA DA TARDE                                ,39,CRISTAL             ,91910710
43206336,RUA ENGENHEIRO WALTER BOHEL                       ,80,VILA IPIRANGA       ,91360090
43206344,DUQUE DE CAXIAS                                   ,684,CENTRO              ,90010280
43206352,RUA LANDEL DE MOURA                               ,1389,TRISTEZA            ,91920150
43206360,SAICA                                             ,6,PETROPOLIS          ,90670110
43206379,AV PERNAMBUCO                                     ,2095,SAO GERALDO         ,90240003
43206387,AV CARLOS GOMES                                   ,467,BOA VISTA           ,90480003
43206450,RUA ANDRE PUENTE                                  ,274,INDEPENDENCIA       ,90035150
43206492,RUA TOROQUA                                       ,349,PASSO DAREIA        ,91030090
