Tipo,Inep,Nome,AbreviacaoNome,Telefone
NI                                                                                        ,43208312,5134 EEI PÉ DE PILÃO                                    ,5134 PÉ DE PILÃO              ,33434102
NI                                                                                        ,43208185,5135 EEI ANTONIO GIANELLI                               ,5135 ANTONIO GIANELLI         ,32452955
NI                                                                                        ,43207715,5136 IEI UNIÃO ESPERANÇA                                ,5136 UNIÃO ESPERANÇA          ,32660947
NI                                                                                        ,43207707,5137 EEI AO SOL NASCENTE                                ,5137 TABAJARAS AO SOL NASCENTE,985177066
NI                                                                                        ,43211399,5138 IEI BRINCANDO E APRENDENDO                         ,5138 BRINCANDO E APRENDENDO   ,33431791
NI                                                                                        ,43211100,5139 IEI ACOMPAR NUCLEO III                             ,5139 ACOMPAR III              ,33673098
NI                                                                                        ,43211453,5140 EEI JESUS MENINO                                   ,5140 JESUS MENINO             ,32575279
NI                                                                                        ,43211119,5141 EEI ABRASCE LOTEAMENTO PAMPA                       ,5141 ABRASCE PAMPA            ,33371917
NI                                                                                        ,43209254,5142 IEI CRESCER COM LAZER                              ,5142 CRESCER COM LAZER TIMBAUV,33406253
NI                                                                                        ,43190790,5143 EEI TIA GESSI                                      ,5143 TIA GESSI                ,33476519
NI                                                                                        ,43211135,5144 EEI TIA MARIAZINHA                                 ,5144 TIA MARIAZINHA           ,33871221
NI                                                                                        ,43211330,5145 IEI  PRINCESA ISABEL                               ,5145 PRINCESA ISABEL          ,999634558
NI                                                                                        ,43211216,5146 EEI CHACRINHA                                      ,5146 CHACRINHA                ,32412735
NI                                                                                        ,43240615,5147 EEI PADRE PEDRO LEONARDI II                        ,5147 P P LEONARDI II          ,32221793
NI                                                                                        ,43280005,5148 EEI MARISTA MENINO JESUS                           ,5148 MENINO JESUS LOT STA TERE,30580603
NI                                                                                        ,43240208,5149 EEI EGIDIO PICCOLI                                 ,5149 EGIDIO PICCOLI           ,985235993
NI                                                                                        ,43281001,5150 EEI SEMEANDO O AMANHA                              ,5150 SEMEANDO O AMANHA        ,33222654
NI                                                                                        ,43240011,5151 EEI BOA VISTA                                      ,5151 BOA VISTA                ,33284728
NI                                                                                        ,43240607,5152 IEI PEQUENO PRINCIPE                               ,5152 PEQUENO PRINCIPE         ,33971297
NI                                                                                        ,43282008,5153 EEI  MEU DENGO                                     ,5153 MEU DENGO                ,33646437
NI                                                                                        ,43240429,5154 IEI MUNDO COLORIDO                                 ,5154 MUNDO COLORIDO           ,985046315
NI                                                                                        ,43283004,5155 IEI RENOVAR DA ESPERANÇA                           ,5155 RENOVAR DA ESPERANÇA     ,32497520
NI                                                                                        ,43201296,5156 IEI LAR ESPERANÇA                                  ,5156 LAR ESPERANÇA            ,33861153
NI                                                                                        ,43187846,5157 EEI MARISTA RENASCER                               ,5157 MARISTA RENASCER         ,33662844
NI                                                                                        ,43206239,5158 IEI ESCOLA DA VIDA                                 ,5158 ESCOLA DA VIDA           ,32424103
NI                                                                                        ,43282016,5159 EEI TIA IARA                                       ,5159 TIA IARA                 ,30722961
NI                                                                                        ,43240402,5160 EEI ANJINHOS DE CRISTAL                            ,5160 ANJINHOS DE CRISTAL      ,32452259
NI                                                                                        ,43284000,5161 EEI RAIO DE SOL                                    ,5161 RAIO DE SOL              ,32451046
NI                                                                                        ,43211356,5162 EEI CANTINHO DOCE                                  ,5162 CANTINHO DOCE            ,32596002
NI                                                                                        ,43207723,5163 EEI  PLANETA INFANTIL                              ,5163 PLANETA INFANTIL         ,32610865
NI                                                                                        ,43260004,5164 EEI ARCO ÍRIS II                                   ,5164 ARCO ÍRIS II             ,32610170
NI                                                                                        ,43254403,5165 IEI VOVÓ BELINHA                                   ,5165 VOVÓ BELINHA             ,33861684
NI                                                                                        ,43254209,5166 EEI ABRASCE PARTENON                               ,5166 ABRASCE PARTENON         ,33197898
NI                                                                                        ,43259014,5167 EEI  PADRE VALLE NOSSO SONHO II                    ,5167 PADRE VALLE              ,33433436
NI                                                                                        ,43211666,5168 EEI TIA BETH                                       ,5168 TIA BETH                 ,995877828
NI                                                                                        ,43254624,5169 IEI SONHO MEU                                      ,5169 SONHO MEU                ,32338068
NI                                                                                        ,43240410,5170 IEI  INTEGRAÇÃO DOS ANJOS                          ,5170 INTEGRAÇÃO DOS ANJOS     ,33528890
NI                                                                                        ,43259006,5171 EEI LAR FABIANO DE CRISTO                          ,5171 LAR FABIANO              ,33362468
NI                                                                                        ,43295274,5172 EEI POPULAR NOVA GERAÇÃO                           ,5172 NOVA GERAÇÃO             ,33404386
NI                                                                                        ,43300170,5173 EEI CASA DE NAZARÉ                                 ,5173 GALBUSERA                ,32491444
NI                                                                                        ,43211062,5174 EEI OS PEQUENOS DE JESUS                           ,5174 OS PEQUENOS DE JESUS     ,32821050
NI                                                                                        ,43296181,5175 IEI OSICOM II                                      ,5175 OSICOM II                ,30193822
NI                                                                                        ,43295282,5176 IEI OSICOM III                                     ,5176 OSICOM III               ,33563395
NI                                                                                        ,43299199,5177 EEI SÃO GUILHERME                                  ,5177 SÃO GUILHERME            ,33849997
NI                                                                                        ,43206247,5178 EEI URSINHO POOH                                   ,5178 URSINHO POOH             ,33815503
NI                                                                                        ,43298206,5179 IEI DUTRA JARDIM                                   ,5179 DUTRA JARDIM             ,33814901
NI                                                                                        ,43300146,5180 EEI PORTAL ENCANTADO                               ,5180 PORTAL ENCANTADO         ,33181777
NI                                                                                        ,43298150,5181 EEI PLANETA MÁGICO                                 ,5181 PLANETA MÁGICO           ,33774081
NI                                                                                        ,43185290,5182 EEI CRECHE NAVEGANTES                              ,5182 CRECHE NAVEGANTES        ,33422324
NI                                                                                        ,43211348,5183 EEI FAVO DE MEL  VILA ELIZABETH                    ,5183 FAVO DE MEL              ,33643737
NI                                                                                        ,43299148,5184 EEI JARDIM IPIRANGA                                ,5184 JARDIM IPIRANGA          ,33470210
NI                                                                                        ,43297110,5185 EEI SÃO MARCOS                                     ,5185 SÃO MARCOS               ,33222742
NI                                                                                        ,43300081,5186 EEI CANTINHO ENCANTADO                             ,5186 CANTINHO ENCANTADO       ,985248231
NI                                                                                        ,43296190,5187 EEI SEIS MORANGUINHOS                              ,5187 SEIS MORANGUINHOS        ,33812548
NI                                                                                        ,43300120,5188 EEI ANJOS DA TINGA                                 ,5188 ANJOS DA TINGA           ,32480089
NI                                                                                        ,43298133,5189 IEI CANTO DOS ANJOS                                ,5189 CANTO DOS ANJOS          ,985245407
NI                                                                                        ,43296130,5190 EEI PINGUINHOS DE OURO                             ,5190 PINGUINHOS DE OURO       ,32499189
NI                                                                                        ,43108580,5191 IEI CASA DA CRIANÇA N SRA AUXILIADORA              ,5191 CRECHE N SRA AUXILIADORA ,33329521
NI                                                                                        ,43285007,5192 EEI RENASCER DA ESPERANÇA                          ,5192 RENASCER DA ESPERANÇA    ,30124576
NI                                                                                        ,43367330,5193 EEI TREVO DE OURO                                  ,5193 TREVO DE OURO            ,32660062
NI                                                                                        ,43367348,5194 EEI PLANETA DO SABER                               ,5194 PLANETA DO SABER         ,84232280
NI                                                                                        ,43367356,5195 IEI ANJO DAS FLORES                                ,5195 ANJO DAS FLORES          ,34148866
NI                                                                                        ,43367364,5196 IEI MARIA DE NAZARÉ II - IEIMAN                    ,5196 IEI MARIA DE NAZARÉ II   ,33970010
NI                                                                                        ,43367372,5197 EEI TIO ZÉ                                         ,5197 EEI TIO ZÉ               ,32315722
NI                                                                                        ,43367380,5198 EEI MEUS PRIMEIROS PASSOS                          ,5198 MEUS PRIMEIROS PASSOS    ,33150064
NI                                                                                        ,43210457,5199 EEI MUNDO DA IMAGINAÇÃO                            ,5199 MUNDO DA IMAGINAÇÃO      ,32335309
NI                                                                                        ,43209041,5200 EEI A CAMINHO DO SOL                               ,5200 CEICSOL                  ,32690749
NI                                                                                        ,43361404,5201 IEI PEDAÇO DE GENTE                                ,5201 PEDAÇO DE GENTE          ,33866516
NI                                                                                        ,43241204,5202 EEI GIRASSOL LAMI                                  ,5202 GIRASSOL - LAMI          ,998284744
NI                                                                                        ,43185231,5203 EEI AMIGO GERMANO                                  ,5203 AMIGO GERMANO            ,32333392
NI                                                                                        ,43187870,5204 EEI CRECHE ELSINHA                                 ,5204 ELSINHA                  ,32237979
NI                                                                                        ,43004822,5205 IEI OSICOM IV - NOSSA SENHORA DA SALETE            ,5205 OSICOM IV                ,33388701
NI                                                                                        ,43004849,5206 IEI SANTA LUIZA II                                 ,5206 SANTA LUIZA II           ,33744986
NI                                                                                        ,43004610,5207 IEI PÉ DE MOLEQUE                                  ,5207 PÉ DE MOLEQUE            ,33621265
NI                                                                                        ,43004369,5208 IEI VITÓRIA                                        ,5208 VITÓRIA - IEDUVIT        ,981928381
NI                                                                                        ,43004830,5209 IEI ACOMPAR V - LUISA CASAGRANDE LEWANDOWSKI       ,5209 ACOMPAR V- LUISA CASAGRA ,33670045
NI                                                                                        ,43004350,5210 IEI EREMI                                          ,5210 EREMI                    ,33526705
NI                                                                                        ,43004342,5211 EEI JARDIM DO FUTURO                               ,5211 JARDIM DO FUTURO         ,33222359
NI                                                                                        ,43006817,5212 EEI RECANTO DOS PEQUENINOS                         ,5212 RECANTO DOS PEQUENINOS   ,32686068
NI                                                                                        ,43379060,5213 IEI PATATI PATATA                                  ,5213 PATATI PATATÁ            ,40610620
NI                                                                                        ,43203159,5214 EEI SAGRADA FAMÍLIA CIDADE BAIXA                   ,5214 SAGRADA FAMÍLIA          ,32248814
NI                                                                                        ,43206255,5215 IEI ANJINHOS TRAVESSOS                             ,5215 ANJINHOS TRAVESSOS       ,30265648
NI                                                                                        ,43367429,5216 EEI CONSTRUINDO O AMANHÃ                           ,5216 CONSTRUINDO O AMANHÃ     ,32411181
NI                                                                                        ,43004334,5217 EEI EDUARDA PUJOL ZANIRATTI                        ,5217 EDUARDA PUJOL ZANIRATTI  ,30223551
NI                                                                                        ,43004318,5218 IEI CARLOS ALBERTO TEJERA DE RÉ                    ,5218 CARLOS ALBERTO TEJERA DE ,33157944
NI                                                                                        ,43295290,5219 IEI PINGO DE MEL                                   ,5219 PINGO DE MEL             ,33524260
NI                                                                                        ,43006825,5220 IEI CANTINHO DO SOL                                ,5220 CANTINHO DO SOL          ,32644316
NI                                                                                        ,43006833,5221 EEI ANA MALTZ KNIJNIK                              ,5221 ANA MALTZ KNIJNIK        ,32660635
NI                                                                                        ,43006841,5222 IEI PRISMA                                         ,5222 PRISMA                   ,32332428
NI                                                                                        ,43185622,5223 IEI SANTA TERESINHA                                ,5223 SANTA TERESINHA          ,33311289
NI                                                                                        ,43201270,5224 IEI DOM DADEUS GRINS                               ,5224 DOM DADEUS GRINS         ,997784699
NI                                                                                        ,43008666,5225 IEI ESPAÇO DO SABER                                ,5225 ESPAÇO DO SABER          ,33877354
NI                                                                                        ,43009166,5226 EEI PROFª MARIETA PAIXÃO ARAÚJO                    ,5226 MARIETA PAIXÃO ARAÚJO    ,35166240
NI                                                                                        ,43008690,5227 EEI MADRE VERÔNICA                                 ,5227 MADRE VERÔNICA           ,30199368
NI                                                                                        ,43009115,5228 IEI APRENDENDO FELIZ                               ,5228 APRENDENDO FELIZ         ,32575046
NI                                                                                        ,43009280,5229 IEI CONSTRUINDO O AMANHÃ VILA JARDIM               ,5229 IEI CONSTRUINDO O AMANHÃ ,33389395
NI                                                                                        ,43047670,5230 EEI ABRASCE ILHA DO PAVÃO                          ,5230 EEI ABRASCE ILHA DO PAVÃO,995660414
NI                                                                                        ,43362540,5231 EEI PIMPONETA                                      ,5231 EEI PIMPONETA            ,30853070
NI                                                                                        ,43048170,5232 IEI SALVATORE LETTIERI                             ,5232 IEI SALVATORE LETTIERI   ,34079527
NI                                                                                        ,43089178,5233 EEI NOSSO SENHOR  DOS PASSOS                       ,5233 NOSSO SENHOR DOS PASSOS  ,32662058
NI                                                                                        ,43142478,5234 EEI JARDIM DE OXUM                                 ,5234 EEI JARDIM DE OXUM       ,31918838
NI                                                                                        ,43089283,5235 EEI EDUARDA PUJOL ZANIRATTI II                     ,5235 EDUARDA II               ,32480011
NI                                                                                        ,43051510,5236 EEI PITINGUINHA                                    ,5236 PITINGUINHA              ,32036570
NI                                                                                        ,43089160,5237 EEI WLANIR PORTO                                   ,5237 WLANIR PORTO             ,99811515
NI                                                                                        ,43046088,5238 EEI CHEIRINHO DE MÃE                               ,5238 CHEIRINHO DE MÃE         ,32493821
NI                                                                                        ,43044999,5239 EEI MEU PEDACINHO DE CHÃO                          ,5239 MEU PEDACINHO DE CHÃO    ,32491219
NI                                                                                        ,43089194,5240 EEI JARDIM FLORESTA LAMI                           ,5240 JARDIM FLORESTA LAMI     ,32456407
NI                                                                                        ,43089216,5241 EEI DESENVOLVENDO O SABER                          ,5241 DESENVOLVENDO O SABER    ,32574058
NI                                                                                        ,43142672,5242 IEI MARIA DE NAZARÉ III - IEIMAN                   ,5242 IEI MARIA DE NAZARÉ III  ,33421924
NI                                                                                        ,0,5243 ECEI AMURT BELEM NOVO                              ,5243 AMURT BELEM NOVO         ,33122300
NI                                                                                        ,43142362,5244 EEI NOSSA SENHORA DAS GRAÇAS                       ,5244 EEI NOSSA SENHORA DAS GRA,32581374
NI                                                                                        ,43162274,5245 EEI ENI MEDEIROS                                   ,5245 EEI ENI MEDEIROS         ,996612594
NI                                                                                        ,43105416,6001 EEF PEQUENA CASA DA CRIANÇA                        ,6001 PEQUENA CASA DA CRIANÇA  ,30760500
NI                                                                                        ,43189768,EEF ALDEIA LUMIAR                                       ,ALDEIA LUMIAR                 ,30699517
NI                                                                                        ,43382118,8001 CAEC MOVIMENTO PELOS DIREITOS DA CRIANÇA E DO ADOLE,8001 MDCA                     ,33397274
NI                                                                                        ,43385087,8002 CAEC INSTITUTO CULTURAL SÃO FRANCISCO DE ASSIS     ,8002 CPCA                     ,33191001
NI                                                                                        ,43383050,8003 CAEC ASSOCIAÇÃO MISSIONÁRIA DE BENEFICENCIA - CENTR,8003 CENTRO SÃO JOSÉ          ,30285315
NI                                                                                        ,43212123,8004 CAEC CENTRO DE EDUCAÇÃO PROFISSIONAL SÃO JOÃO CALAB,8004 CALABRIA                 ,32457222
NI                                                                                        ,43384099,8005 CAEC CENTRO DE ORIENTAÇÃO E EDUCAÇÃO SOCIAL COESO-P,8005 COESO                    ,33611003
NI                                                                                        ,43385079,8006 CAEC ASSOCIAÇÃO EMPREENDIMENTO SOCIAL UM NOVO OLHAR,8006 UM NOVO OLHAR            ,32615779
NI                                                                                        ,43382088,8007 CAEC CENTRO INFANTIL JUVENIL MONTEIRO LOBATO       ,MONTEIRO LOBATO               ,32501154
NI                                                                                        ,43385095,8008 CAEC CENTRO COMUNITARIO PAULO VI                   ,8008 CC PAULO VI              ,32321391
NI                                                                                        ,43384102,8009 CAEC AÇÃO SOCIAL DE FÉ                             ,8009 AÇÃO SOCIAL DE FÉ        ,33660800
NI                                                                                        ,43382100,8010 CAEC ASSOCIAÇÃO DAS CRECHES BENEFICENTES DO RIO GRA,8010 ACBERGS                  ,33744589
NI                                                                                        ,43382096,8011 CAEC ASSOCIAÇÃO LUIZA FERRARI                      ,8011 CAEC LUIZA FERRARI       ,                    
NI                                                                                        ,43384080,8012 CAEC ASSOCIAÇÃO DE LITERATURA E BENEFICIENCIA - CEN,8012 TERESA VERZERI           ,33378038
NI                                                                                        ,43000070,8013 MITRA ARQUIDIOCESE DE PORTO ALEGRE PAROQUIA N SRA A,8013 MITRA-PE PEDRO LEONARDI  ,32506617
NI                                                                                        ,43000118,8014 CAEC ASSOCIAÇÃO COMUNITÁRIA SANTA RITA DE CÁSSIA   ,8014 CAEC ACSRC               ,33861031
NI                                                                                        ,43000169,8015 ASSOCIAÇÃO BENEFICIENTE COMUNITARIA DO CONJUNTO RES,8015 ASCOMAQ                  ,33861031
NI                                                                                        ,43000088,8016 ASSOCIAÇÃO COMUNITARIA DOS MORADORES DO CONJUNTO RE,8016 AMORB                    ,33665666
NI                                                                                        ,43000096,8017 FUNDAÇÃO FÉ E ALEGRIA                              ,8017 FÉ E ALEGRIA             ,33621200
NI                                                                                        ,43000100,8018 CAEC USBEE CENTRO SOCIAL MARISTA DE PORTO ALEGRE   ,8018 CAEC USBEE - MARISTA     ,33663817
NI                                                                                        ,43000126,8019 CAEC EDUCANDÁRIO SÃO LUIZ                          ,8019 EDUCANDARIO SÃO LUIZ     ,33402709
NI                                                                                        ,43000177,8020 FASC - SASES PRÓPRIOS                              ,8020 FASC                     ,32894939
NI                                                                                        ,43000185,8021 CAEC NOSSA SENHORA PERPETUO SOCORRO                ,8021 CAEC PERPETUO SOCORRO    ,                    
NI                                                                                        ,43001190,INSTITUTO FEDERAL DE EDUCAÇÃO CIÊCIA E TECNOLOGIA CAMPUS,IFECT RESTINGA                ,32478400
NI                                                                                        ,43104924,COLEGIO ANCHIETA                                        ,ANCHIETA                      ,33287455
NI                                                                                        ,43104940,COLEGIO BATISTA                                         ,BATISTA                       ,21365200
NI                                                                                        ,43104959,COLEGIO MARISTA CHAMPAGNAT                              ,MARISTA                       ,33203560
NI                                                                                        ,43104967,COLEGIO CONCORDIA                                       ,CONCORDIA                     ,33420755
NI                                                                                        ,43104975,COLEGIO FARROUPILHA                                     ,FARROUPILHA                   ,33821858
NI                                                                                        ,43104983,COLEGIO ISRAELITA BRASILEIRO                            ,ISRAELITA                     ,33313933
NI                                                                                        ,43104991,COLEGIO MARIA IMACULADA                                 ,IMACULADA                     ,32331145
NI                                                                                        ,43105017,COLEGIO NOSSA SENHORA DO BOM CONSELHO                   ,BOM CONSELHO                  ,33110522
NI                                                                                        ,43105025,COLEGIO NOSSA SRA DA GLORIA                             ,GLORIA                        ,3363402
NI                                                                                        ,43105033,COL LA SALLE DORES                                      ,DORES                         ,32126222
NI                                                                                        ,43105041,COLEGIO NAVEGANTES                                      ,NAVEGANTES                    ,3378038
NI                                                                                        ,43105050,ESC DE EDUC BAS RAINHA DO BRASIL                        ,RAINHA DO BRASI               ,32233819
NI                                                                                        ,43105068,COLEGIO SANTA INES                                      ,SANTA INES                    ,33319111
NI                                                                                        ,43105076,COLEGIO SANTA TERESA DE JESUS                           ,TERESA DE JESUS               ,32491030
NI                                                                                        ,43105084,COL LA SALLE SANTO ANTONIO                              ,SANTO ANTONIO                 ,32231078
NI                                                                                        ,43105092,ESCOLA TÉCNICA SANTO INÁCIO                             ,SANTO INACIO                  ,33742858
NI                                                                                        ,43105106,COLEGIO LA SALLE SAO JOAO                               ,SAO JOAO                      ,33378677
NI                                                                                        ,43105114,COLEGIO SAO JUDAS TADEU                                 ,JUDAS TADEU                   ,33407888
NI                                                                                        ,43105130,COLEGIO MARISTA SAO PEDRO                               ,MARISTA SAO PED               ,32224996
NI                                                                                        ,43105149,COLEGIO SEVIGNE                                         ,SEVIGNE                       ,32257499
NI                                                                                        ,43105157,COLEGIO LUTERANO VERA CRUZ                              ,VERA CRUZ                     ,33344244
NI                                                                                        ,43105165,ESC TÉCNICA ESTADUAL IRMAO PEDRO                        ,IRMAO PEDRO                   ,33951001
NI                                                                                        ,43105173,ESCOLA  TECNICA  ESTADUAL JOSE FEIJO                    ,JOSE FEIJO                    ,33663816
NI                                                                                        ,43105181,COLEGIO EST PROTASIO ALVES                              ,PROTASIO                      ,32237066
NI                                                                                        ,43105190,COLÉGIO EST  DOM JOAO BECKER                            ,BECKER                        ,33411316
NI                                                                                        ,43105203,COL ESTADUAL CANDIDO JOSE DE GODOI                      ,CANDIDO                       ,33425717
NI                                                                                        ,43105211,ESC EST DE ENSINO MEDIO INFANTE DOM HENRIQUE            ,INFANTE                       ,32336402
NI                                                                                        ,43105220,COL ESTADUAL JULIO DE CASTILHOS                         ,CASTILHOS                     ,32233411
NI                                                                                        ,43105238,ESC EST ENS MEDIO PADRE REUS                            ,PADRE REUS                    ,32686811
NI                                                                                        ,43105262,ESCOLA DE EDUCAÇÃO INFANTIL CRIANÇA ARTEIRA             ,CRIANÇA ARTEIRA               ,33333029
NI                                                                                        ,43105270,ESC DE ENS FUND NOSSA SENHORA DO CENACULO               ,CENACULO                      ,33413257
NI                                                                                        ,43105289,ESCOLA DE ENSINO FUNDAMENTAL MARIA AUXILIADORA          ,AUXILIADORA                   ,33411590
NI                                                                                        ,43105300,ESC DE ENS FUNDAMENTAL MADRE RAFFO                      ,MADRE RAFFO                   ,32591113
NI                                                                                        ,43105319,ASSOCIAÇÃO BENEFICIENTE CRECHE MAMÃE MARGARIDA          ,MAMAE MARGARIDA               ,33328700
NI                                                                                        ,43105327,ESC DE EDUC BAS MARIA GORETTI                           ,MARIA GORETTI                 ,33428712
NI                                                                                        ,43105335,ESC DE ENS FUND MARIA IMACULADA                         ,MARIA IMACULADA               ,32316509
NI                                                                                        ,43105343,ESC DE ENS FUND NOSSA SENHORA DO BRASIL                 ,NOSSA SENHORA D               ,33364509
NI                                                                                        ,43105351,COLEGIO ESPIRITO SANTO                                  ,ESPIRITO SANTO                ,33413376
NI                                                                                        ,43105360,COLÉGIO SANTA ROSA DE LIMA                              ,ROSA DE LIMA                  ,32235487
NI                                                                                        ,43105386,INSTITUTO ESTADUAL PROFESSORA GEMA ANGELINA BELIA       ,GEMA                          ,33877092
NI                                                                                        ,43105394,ESC EST DE ENSINO FUNDAMENTAL NACOES UNIDAS             ,UNIDAS                        ,32662049
NI                                                                                        ,43105408,COLEGIO ADVENTISTA DE PORTO ALEGRE                      ,PORTO ALEGRE                  ,32497044
NI                                                                                        ,43105416,ESCOLA  DE ENS. FUND. PEQUENA CASA DA CRIANCA           ,CASA DA CRIANÇA               ,33365090
NI                                                                                        ,43105432,ESC 1 GRAU INC SITIO DO PICA PAU AMARELO                ,PICA PAU AMAREL               ,33361362
NI                                                                                        ,43105564,ESC EST ENS FUND PROFª LUIZA TEIXEIRA LAUFFER           ,LAUFFER                       ,33661213
NI                                                                                        ,43105572,ESC EST NORMAL 1 DE MAIO                                ,1 DE MAIO                     ,33424588
NI                                                                                        ,43105580,INSTITUTO ESTADUAL DOM DIOGO DE SOUZA                   ,DOM DIOGO                     ,33445806
NI                                                                                        ,43105602,ESC FUNDAMENTAL MONSENHOR LEOPOLDO NEIS                 ,MONSENHOR                     ,3184325
NI                                                                                        ,43105610,COLEGIO MARISTA IR.WEIBERT DE EDUC. BÁSICA              ,WEIBERT                       ,33861327
NI                                                                                        ,43105629,ESCOLA  ADVENTISTA DE ENS FUND DE SARANDI               ,SARANDI                       ,33647979
NI                                                                                        ,43105637,COLEGIO ADVENTISTA MARECHAL RONDON                      ,RONDON                        ,33403375
NI                                                                                        ,43105670,COLEGIO SINODAL DO SALVADOR                             ,SINODAL                       ,3405509
NI                                                                                        ,43105688,CENTRO TECNOLOGICO EST PAROBE ESC TEC EST PAROBE        ,PAROBE                        ,32216953
NI                                                                                        ,43105696,ESC TÉC  EST SENADOR ERNESTO DORNELLES                  ,ERNESTO                       ,32282455
NI                                                                                        ,43105718,COL MAUA- COOPROGRAN - COOP PROF GRANDE POA             ,MAUA                          ,32281810
NI                                                                                        ,43105734,COLEGIO SANTA DOROTEIA                                  ,DOROTEIA                      ,33407908
NI                                                                                        ,43105742,E EST ENS FUNDAMENTAL PROF MARINA MARTINS DE SOUZA      ,MARINA                        ,33398126
NI                                                                                        ,43105750,ESC ESTADUAL DE ENSINO FUND AÇORIANOS                   ,AÇORIANOS                     ,33380835
NI                                                                                        ,43105769,ESC EST ENS MEDIO AGRONOMO PEDRO PEREIRA                ,AGRONOMO                      ,33195606
NI                                                                                        ,43105777,ESC EST DE ENS FUNDAMENTAL  ALBERTO BINS                ,ALBERTO BINS                  ,32323005
NI                                                                                        ,43105785,ESC EST DE ENS MEDIO ALBERTO TORRES                     ,TORRES                        ,32467824
NI                                                                                        ,43105793,ESC EST DE ENS FUND ALCEU WAMOSY                        ,ALCEU                         ,32411127
NI                                                                                        ,43105807,E.E.E.B. ALMIRANTE BACELAR                              ,ALMIRANTE                     ,4351553
NI                                                                                        ,43105815,ESC EST DE ENS MEDIO ALMIRANTE BARROSO                  ,BARROSO                       ,32116045
NI                                                                                        ,43105823,ESC EST ENS FUND ALVARENGA PEIXOTO                      ,ALVARENGA                     ,32031470
NI                                                                                        ,43105831,ESC EST ENS FUN AMERICA                                 ,AMERICA EST                   ,33448577
NI                                                                                        ,43105840,ESC EST ENS FUND ANA NERI                               ,ANA NERI                      ,33409510
NI                                                                                        ,43105858,ESC EST DE ENS MEDIO ANNE FRANK                         ,ANNE FRANK                    ,33113864
NI                                                                                        ,43105866,ESC EST ENS FUN ANTAO DE FARIA                          ,ANTAO DE FARIAS               ,33345935
NI                                                                                        ,43105874,ESC EST EDUC BASICA  APELES PORTO ALEGRE                ,APELES                        ,32230120
NI                                                                                        ,43105882,ESC EST ENS FUND ARAGUAIA                               ,ARAGUAIA                      ,32683110
NI                                                                                        ,43105890,ESC EST ENS FUND ARAÚJO PORTO ALEGRE                    ,ARAUJO                        ,33641064
NI                                                                                        ,43105904,ESC EST DE ENS FUND ARAUJO VIANA                        ,VIANA                         ,33182807
NI                                                                                        ,43105912,ESC EST DE ENS FUN ARGENTINA                            ,ARGENTINA                     ,32252125
NI                                                                                        ,43105920,ESC EST ENS FUND BAEPENDI                               ,BAEPENDI                      ,33525002
NI                                                                                        ,43105939,ESC EST ENS FUN BAHIA                                   ,BAHIA                         ,33287113
NI                                                                                        ,43105947,ESC EST ENS FUN  PADRE BALDUINO RAMBO                   ,BALDUINO                      ,33367332
NI                                                                                        ,43105963,ESC EST ENS FUND MARGARIDA COELHO DE SOUZA              ,MARGARIDA                     ,32585221
NI                                                                                        ,43105971,ESC EST DE ENS FUND PROF BRANCA DIVA P DE SOUZA         ,BRANCA DIVA                   ,32220180
NI                                                                                        ,43105980,ESC EST DE ENSINO FUNDAMENTAL BRASILIA                  ,BRASILIA                      ,33255808
NI                                                                                        ,43105998,ESC EST ENS FUND BRIG FRANCISCO DE LIMA E SILVA         ,BRIG                          ,33483470
NI                                                                                        ,43106005,ESC EST DE ENSINO FUND BRIGADEIRO SILVA PAES            ,BRIGADEIRO                    ,32339765
NI                                                                                        ,43106013,ESC EST DE ENS FUND CAMILA FURTADO ALVES                ,CAMILA                        ,32222438
NI                                                                                        ,43106021,ESC EST DE ENSINO FUNDAMENTAL CANDIDO PORTINARI         ,CANDIDO                       ,32210932
NI                                                                                        ,43106030,ESC EST ENS FUN DR CARLOS BARBOSA GONÇALVES             ,CARLOS BARBOSA                ,33743286
NI                                                                                        ,43106048,ESC EST ENS MÉDIO CARLOS FAGUNDES DE MELLO              ,FAGUNDES                      ,33744722
NI                                                                                        ,43106056,ESC EST DE ENS FUNDAMENTAL CEARA                        ,CEARA                         ,33367222
NI                                                                                        ,43106064,EEEF MARECHAL MANOEL LUIS OSORIO                        ,MANOEL LUIS                   ,33392279
NI                                                                                        ,43106072,ESC EST ENS FUN PRUDENTE DE MORAIS                      ,PRUDENTE                      ,3341962
NI                                                                                        ,43106080,ESC EST ENS FUNDAMENTAL CLOTILDE CACH DE MEDEIROS       ,CLOTILDE                      ,32465993
NI                                                                                        ,43106099,ESC EST DE ENSINO FUNDAMENTAL COELHO NETO               ,COELHO NETO                   ,33387558
NI                                                                                        ,43106102,ESC EST ENS FUND CEL TITO MARQUES FERNANDES             ,TITO                          ,32320580
